"GeneID","Gene Name","Gene Category","Gene Class","DHS Support"
"ENSG00000139865.12","TTC6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139842.10","CUL4A","mRNA","protein coding mRNAs","promoter"
"ENSG00000139835.9","GRTP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139832.3","RAB20","mRNA","protein coding mRNAs","promoter"
"ENSG00000139826.5","ABHD13","mRNA","protein coding mRNAs","promoter"
"ENSG00000139800.8","ZIC5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139797.7","RNF113B","others","protein coding mRNAs","enhancer"
"ENSG00000139793.14","MBNL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139780.7","METTL21C","others","protein coding mRNAs","no"
"ENSG00000139767.4","SRRM4","mRNA","protein coding mRNAs","promoter"
"ENSG00000139746.11","RBM26","mRNA","protein coding mRNAs","promoter"
"ENSG00000139737.17","SLAIN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139734.13","DIAPH3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139726.6","DENR","mRNA","protein coding mRNAs","promoter"
"ENSG00000139725.3","RHOF","others","protein coding mRNAs","dyadic"
"ENSG00000139722.2","VPS37B","mRNA","protein coding mRNAs","promoter"
"ENSG00000139719.5","VPS33A","mRNA","protein coding mRNAs","promoter"
"ENSG00000139718.6","SETD1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000139714.8","MORN3","others","protein coding mRNAs","dyadic"
"ENSG00000139697.7","SBNO1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139687.9","RB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139684.9","ESD","mRNA","protein coding mRNAs","promoter"
"ENSG00000139679.11","LPAR6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139675.10","HNRNPA1L2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139668.7","WDFY2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139656.5","SMIM2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139651.9","ZNF740","mRNA","protein coding mRNAs","promoter"
"ENSG00000139648.6","KRT71","others","protein coding mRNAs","no"
"ENSG00000139645.9","ANKRD52","mRNA","protein coding mRNAs","promoter"
"ENSG00000139644.8","TMBIM6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139641.8","ESYT1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139637.9","C12orf10","mRNA","protein coding mRNAs","promoter"
"ENSG00000139636.11","LMBR1L","mRNA","protein coding mRNAs","promoter"
"ENSG00000139631.14","CSAD","mRNA","protein coding mRNAs","promoter"
"ENSG00000139629.11","GALNT6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139626.11","ITGB7","others","protein coding mRNAs","dyadic"
"ENSG00000139625.8","MAP3K12","mRNA","protein coding mRNAs","promoter"
"ENSG00000139624.8","CERS5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139620.8","KANSL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139618.10","BRCA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139613.7","SMARCC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139610.1","CELA1","others","protein coding mRNAs","dyadic"
"ENSG00000139597.12","N4BP2L1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139579.8","NABP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139574.7","NPFF","others","protein coding mRNAs","enhancer"
"ENSG00000139572.3","GPR84","others","protein coding mRNAs","enhancer"
"ENSG00000139567.8","ACVRL1","others","protein coding mRNAs","enhancer"
"ENSG00000139549.2","DHH","others","protein coding mRNAs","dyadic"
"ENSG00000139547.6","RDH16","others","protein coding mRNAs","enhancer"
"ENSG00000139546.6","TARBP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139540.7","SLC39A5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139537.6","CCDC65","mRNA","protein coding mRNAs","promoter"
"ENSG00000139531.8","SUOX","mRNA","protein coding mRNAs","promoter"
"ENSG00000139517.6","LNX2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139515.5","PDX1","others","protein coding mRNAs","dyadic"
"ENSG00000139514.8","SLC7A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139508.10","SLC46A3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139505.10","MTMR6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139496.11","NUPL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139445.13","FOXN4","mRNA","protein coding mRNAs","promoter"
"ENSG00000139438.5","FAM222A","others","protein coding mRNAs","dyadic"
"ENSG00000139437.13","TCHP","mRNA","protein coding mRNAs","promoter"
"ENSG00000139436.16","GIT2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139433.5","GLTP","mRNA","protein coding mRNAs","promoter"
"ENSG00000139428.7","MMAB","mRNA","protein coding mRNAs","promoter"
"ENSG00000139410.10","SDSL","others","protein coding mRNAs","dyadic"
"ENSG00000139405.11","C12orf52","mRNA","protein coding mRNAs","promoter"
"ENSG00000139372.10","TDG","mRNA","protein coding mRNAs","promoter"
"ENSG00000139370.6","SLC15A4","mRNA","protein coding mRNAs","promoter"
"ENSG00000139364.6","TMEM132B","mRNA","protein coding mRNAs","promoter"
"ENSG00000139354.6","GAS2L3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139352.3","ASCL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139351.10","SYCP3","others","protein coding mRNAs","no"
"ENSG00000139350.7","NEDD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139344.3","AMDHD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139343.6","SNRPF","mRNA","protein coding mRNAs","promoter"
"ENSG00000139330.5","KERA","others","protein coding mRNAs","enhancer"
"ENSG00000139329.4","LUM","others","protein coding mRNAs","dyadic"
"ENSG00000139324.7","TMTC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139323.9","POC1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000139318.7","DUSP6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139304.8","PTPRQ","others","protein coding mRNAs","dyadic"
"ENSG00000139292.8","LGR5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139291.9","TMEM19","mRNA","protein coding mRNAs","promoter"
"ENSG00000139289.9","PHLDA1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139287.8","TPH2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139278.5","GLIPR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139269.2","INHBE","others","protein coding mRNAs","enhancer"
"ENSG00000139266.5","MARCH9","mRNA","protein coding mRNAs","promoter"
"ENSG00000139263.7","LRIG3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139233.2","LLPH","mRNA","protein coding mRNAs","promoter"
"ENSG00000139223.1","ANP32D","others","protein coding mRNAs","no"
"ENSG00000139220.12","PPFIA2","others","protein coding mRNAs","no"
"ENSG00000139219.13","COL2A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139218.13","SCAF11","mRNA","protein coding mRNAs","promoter"
"ENSG00000139211.5","AMIGO2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139209.11","SLC38A4","others","protein coding mRNAs","no"
"ENSG00000139200.9","PIANP","mRNA","protein coding mRNAs","promoter"
"ENSG00000139197.6","PEX5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139194.3","RBP5","mRNA","protein coding mRNAs","promoter"
"ENSG00000139193.3","CD27","others","protein coding mRNAs","dyadic"
"ENSG00000139192.7","TAPBPL","others","protein coding mRNAs","dyadic"
"ENSG00000139190.12","VAMP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139187.5","KLRG1","others","protein coding mRNAs","dyadic"
"ENSG00000139182.9","CLSTN3","mRNA","protein coding mRNAs","promoter"
"ENSG00000139180.6","NDUFA9","mRNA","protein coding mRNAs","promoter"
"ENSG00000139178.6","C1RL","mRNA","protein coding mRNAs","promoter"
"ENSG00000139174.6","PRICKLE1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139173.5","TMEM117","mRNA","protein coding mRNAs","promoter"
"ENSG00000139168.3","ZCRB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139163.11","ETNK1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139160.9","METTL20","mRNA","protein coding mRNAs","promoter"
"ENSG00000139155.4","SLCO1C1","others","protein coding mRNAs","enhancer"
"ENSG00000139154.10","AEBP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139151.10","PLCZ1","others","protein coding mRNAs","no"
"ENSG00000139146.9","FAM60A","mRNA","protein coding mRNAs","promoter"
"ENSG00000139144.5","PIK3C2G","others","protein coding mRNAs","dyadic"
"ENSG00000139133.2","ALG10","mRNA","protein coding mRNAs","promoter"
"ENSG00000139132.10","FGD4","others","protein coding mRNAs","enhancer"
"ENSG00000139131.8","YARS2","mRNA","protein coding mRNAs","promoter"
"ENSG00000139117.9","CPNE8","mRNA","protein coding mRNAs","promoter"
"ENSG00000139116.13","KIF21A","mRNA","protein coding mRNAs","promoter"
"ENSG00000139112.6","GABARAPL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000139083.6","ETV6","mRNA","protein coding mRNAs","promoter"
"ENSG00000139055.2","ERP27","mRNA","protein coding mRNAs","promoter"
"ENSG00000139053.2","PDE6H","others","protein coding mRNAs","no"
"ENSG00000139044.6","B4GALNT3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138964.12","PARVG","mRNA","protein coding mRNAs","promoter"
"ENSG00000138944.7","KIAA1644","mRNA","protein coding mRNAs","promoter"
"ENSG00000138942.11","RNF185","mRNA","protein coding mRNAs","promoter"
"ENSG00000138867.12","GUCD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138835.18","RGS3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138834.8","MAPK8IP3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138829.6","FBN2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138823.8","MTTP","others","protein coding mRNAs","enhancer"
"ENSG00000138821.8","SLC39A8","mRNA","protein coding mRNAs","promoter"
"ENSG00000138814.12","PPP3CA","mRNA","protein coding mRNAs","promoter"
"ENSG00000138813.5","C4orf17","others","protein coding mRNAs","no"
"ENSG00000138802.7","SEC24B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138801.4","PAPSS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138798.7","EGF","others","protein coding mRNAs","enhancer"
"ENSG00000138796.11","HADH","mRNA","protein coding mRNAs","promoter"
"ENSG00000138795.5","LEF1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138794.5","CASP6","mRNA","protein coding mRNAs","promoter"
"ENSG00000138792.5","ENPEP","mRNA","protein coding mRNAs","promoter"
"ENSG00000138785.10","INTS12","mRNA","protein coding mRNAs","promoter"
"ENSG00000138780.10","GSTCD","mRNA","protein coding mRNAs","promoter"
"ENSG00000138778.7","CENPE","mRNA","protein coding mRNAs","promoter"
"ENSG00000138777.15","PPA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138772.8","ANXA3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138771.10","SHROOM3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138769.6","CDKL2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138768.10","USO1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138767.8","CNOT6L","mRNA","protein coding mRNAs","promoter"
"ENSG00000138764.9","CCNG2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138760.4","SCARB2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138759.13","FRAS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138758.7","SEPT11","mRNA","protein coding mRNAs","promoter"
"ENSG00000138757.10","G3BP2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138756.13","BMP2K","mRNA","protein coding mRNAs","promoter"
"ENSG00000138755.5","CXCL9","others","protein coding mRNAs","no"
"ENSG00000138750.10","NUP54","mRNA","protein coding mRNAs","promoter"
"ENSG00000138744.10","NAAA","mRNA","protein coding mRNAs","promoter"
"ENSG00000138741.6","TRPC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138738.6","PRDM5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138735.11","PDE5A","mRNA","protein coding mRNAs","promoter"
"ENSG00000138722.5","MMRN1","others","protein coding mRNAs","dyadic"
"ENSG00000138709.13","LARP1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138698.10","RAP1GDS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138696.6","BMPR1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138688.11","KIAA1109","mRNA","protein coding mRNAs","promoter"
"ENSG00000138686.5","BBS7","mRNA","protein coding mRNAs","promoter"
"ENSG00000138685.8","FGF2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138684.3","IL21","others","protein coding mRNAs","no"
"ENSG00000138678.6","AGPAT9","mRNA","protein coding mRNAs","promoter"
"ENSG00000138675.12","FGF5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138674.12","SEC31A","mRNA","protein coding mRNAs","promoter"
"ENSG00000138670.12","RASGEF1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138669.5","PRKG2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138668.14","HNRNPD","mRNA","protein coding mRNAs","promoter"
"ENSG00000138663.4","COPS4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138660.7","AP1AR","mRNA","protein coding mRNAs","promoter"
"ENSG00000138658.11","C4orf21","mRNA","protein coding mRNAs","promoter"
"ENSG00000138653.5","NDST4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138650.7","PCDH10","mRNA","protein coding mRNAs","promoter"
"ENSG00000138646.4","HERC5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138642.10","HERC6","mRNA","protein coding mRNAs","promoter"
"ENSG00000138641.11","HERC3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138640.10","FAM13A","mRNA","protein coding mRNAs","promoter"
"ENSG00000138639.13","ARHGAP24","mRNA","protein coding mRNAs","promoter"
"ENSG00000138629.11","UBL7","mRNA","protein coding mRNAs","promoter"
"ENSG00000138623.5","SEMA7A","mRNA","protein coding mRNAs","promoter"
"ENSG00000138622.3","HCN4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138621.7","PPCDC","mRNA","protein coding mRNAs","promoter"
"ENSG00000138617.10","PARP16","mRNA","protein coding mRNAs","promoter"
"ENSG00000138615.4","CILP","others","protein coding mRNAs","enhancer"
"ENSG00000138614.10","VWA9","mRNA","protein coding mRNAs","promoter"
"ENSG00000138613.9","APH1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138606.15","SHF","mRNA","protein coding mRNAs","promoter"
"ENSG00000138604.5","GLCE","mRNA","protein coding mRNAs","promoter"
"ENSG00000138600.5","SPPL2A","mRNA","protein coding mRNAs","promoter"
"ENSG00000138594.8","TMOD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138593.4","SECISBP2L","mRNA","protein coding mRNAs","promoter"
"ENSG00000138592.9","USP8","mRNA","protein coding mRNAs","promoter"
"ENSG00000138587.5","MNS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138496.12","PARP9","mRNA","protein coding mRNAs","promoter"
"ENSG00000138495.2","COX17","mRNA","protein coding mRNAs","promoter"
"ENSG00000138483.1","CCDC54","others","protein coding mRNAs","no"
"ENSG00000138472.6","GUCA1C","others","protein coding mRNAs","enhancer"
"ENSG00000138468.11","SENP7","mRNA","protein coding mRNAs","promoter"
"ENSG00000138463.8","DIRC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138459.4","SLC35A5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138449.6","SLC40A1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138448.7","ITGAV","mRNA","protein coding mRNAs","promoter"
"ENSG00000138443.11","ABI2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138442.5","WDR12","mRNA","protein coding mRNAs","promoter"
"ENSG00000138439.10","FAM117B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138435.10","CHRNA1","others","protein coding mRNAs","enhancer"
"ENSG00000138434.12","SSFA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138433.11","CIR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138430.11","OLA1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138413.9","IDH1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138411.6","HECW2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138400.8","MDH1B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138399.13","FASTKD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138398.11","PPIG","mRNA","protein coding mRNAs","promoter"
"ENSG00000138395.10","CDK15","others","protein coding mRNAs","enhancer"
"ENSG00000138386.12","NAB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138385.11","SSB","mRNA","protein coding mRNAs","promoter"
"ENSG00000138382.9","METTL5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138381.5","ASNSD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138380.13","CARF","mRNA","protein coding mRNAs","promoter"
"ENSG00000138379.4","MSTN","others","protein coding mRNAs","dyadic"
"ENSG00000138378.13","STAT4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138376.6","BARD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138375.8","SMARCAL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138363.10","ATIC","mRNA","protein coding mRNAs","promoter"
"ENSG00000138356.9","AOX1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138347.11","MYPN","mRNA","protein coding mRNAs","promoter"
"ENSG00000138346.10","DNA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138336.8","TET1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138326.14","RPS24","mRNA","protein coding mRNAs","promoter"
"ENSG00000138316.6","ADAMTS14","mRNA","protein coding mRNAs","promoter"
"ENSG00000138315.8","OIT3","others","protein coding mRNAs","no"
"ENSG00000138311.11","ZNF365","mRNA","protein coding mRNAs","promoter"
"ENSG00000138308.5","PLA2G12B","others","protein coding mRNAs","enhancer"
"ENSG00000138303.13","ASCC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138294.9","MSMB","others","protein coding mRNAs","enhancer"
"ENSG00000138293.15","NCOA4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138286.10","FAM149B1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138279.11","ANXA7","mRNA","protein coding mRNAs","promoter"
"ENSG00000138271.4","GPR87","others","protein coding mRNAs","enhancer"
"ENSG00000138246.11","DNAJC13","mRNA","protein coding mRNAs","promoter"
"ENSG00000138231.8","DBR1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138207.8","RBP4","mRNA","protein coding mRNAs","promoter"
"ENSG00000138193.10","PLCE1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138190.12","EXOC6","mRNA","protein coding mRNAs","promoter"
"ENSG00000138185.12","ENTPD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138182.10","KIF20B","mRNA","protein coding mRNAs","promoter"
"ENSG00000138180.11","CEP55","mRNA","protein coding mRNAs","promoter"
"ENSG00000138175.8","ARL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000138172.6","CALHM2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138166.5","DUSP5","mRNA","protein coding mRNAs","promoter"
"ENSG00000138162.13","TACC2","mRNA","protein coding mRNAs","promoter"
"ENSG00000138161.8","CUZD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138160.4","KIF11","mRNA","protein coding mRNAs","promoter"
"ENSG00000138152.7","BTBD16","others","protein coding mRNAs","enhancer"
"ENSG00000138138.9","ATAD1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138136.5","LBX1","others","protein coding mRNAs","dyadic"
"ENSG00000138135.5","CH25H","mRNA","protein coding mRNAs","promoter"
"ENSG00000138134.7","STAMBPL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000138131.3","LOXL4","others","protein coding mRNAs","dyadic"
